record_id,plant,line_id,machine_id,shift,operator_experience_years,material_batch,ambient_temp_c,ambient_humidity_pct,vibration_rms,pressure_bar,feed_rate_mm_s,laser_power_w,coolant_flow_l_min,thickness_mm,tensile_strength_mpa,surface_roughness_um,defect_flag,defect_type,rework_needed
3635,Plant_B,L4,M12,day,8.97,B102,26.73,74.9,1.783,5.428,27.27,342.3,8.58,1.009,538.22,2.662,0,none,0
3636,Plant_C,L3,M16,night,0.0,B040,16.99,48.4,0.873,5.378,10.0,377.3,7.29,1.174,499.14,1.846,0,none,0
3637,Plant_B,L4,M01,evening,7.37,B136,18.55,56.2,0.799,5.06,22.62,343.7,7.18,1.254,552.69,2.503,0,none,0
3638,Plant_A,L1,M06,evening,6.76,B027,19.32,60.1,1.394,5.103,24.33,373.8,4.68,1.255,560.49,2.439,0,none,0
3639,Plant_B,L2,M03,day,3.99,B037,19.19,48.3,0.571,6.085,19.38,346.0,8.32,1.084,519.97,1.915,0,none,0
3640,Plant_B,L3,M15,evening,5.5,B098,18.01,34.5,0.617,5.536,21.54,393.6,9.31,1.13,546.79,1.598,0,none,0
3641,Plant_A,L2,M04,evening,6.15,B001,25.1,39.9,0.775,5.941,24.26,288.4,8.47,1.241,523.12,1.965,0,none,0
3642,Plant_C,L4,M09,day,9.96,B133,26.81,57.1,1.208,5.554,18.95,462.1,5.35,1.27,616.4,2.822,0,none,0
3643,Plant_B,L3,M09,evening,2.09,B013,19.49,39.1,1.308,7.062,18.9,354.6,7.16,1.096,527.22,2.492,0,none,0
3644,Plant_B,L3,M06,day,2.2,B062,21.17,57.1,1.548,4.97,22.96,392.3,6.79,1.22,527.67,2.062,0,none,0
3645,Plant_B,L3,M19,day,3.85,B099,26.46,48.6,1.621,5.898,23.8,323.7,8.26,0.967,531.29,2.84,0,none,0
3646,Plant_A,L1,M01,day,6.97,B099,15.45,50.2,0.451,5.299,24.37,331.7,8.0,1.248,562.61,2.081,0,none,0
3647,Plant_B,L3,M07,evening,11.92,B147,22.67,44.7,1.289,5.498,28.04,373.3,8.56,1.27,578.49,2.43,0,none,0
3648,Plant_A,L1,M08,night,5.62,B003,23.8,41.3,1.109,5.913,15.1,356.9,8.76,1.209,545.35,2.284,0,none,0
3649,Plant_B,L2,M08,evening,1.49,B058,20.61,50.7,0.654,4.687,19.02,393.0,7.9,1.153,553.32,2.872,0,none,0
3650,Plant_A,L2,M01,evening,7.57,B103,26.7,35.5,0.855,5.766,30.56,371.2,7.41,1.188,577.16,2.351,0,none,0
3651,Plant_B,L1,M13,day,4.09,B075,19.34,62.3,0.878,5.17,29.68,363.1,10.42,1.277,525.46,2.402,0,none,0
3652,Plant_A,L4,M08,day,8.7,B050,15.96,34.3,0.802,5.118,19.11,354.7,6.16,1.067,544.07,1.636,0,none,0
3653,Plant_B,L2,M04,evening,5.07,B039,17.64,39.5,1.212,5.348,21.02,325.5,7.81,1.13,513.31,2.425,0,none,0
3654,Plant_A,L4,M19,day,4.56,B109,23.55,37.8,0.68,5.292,18.03,362.5,8.08,1.14,554.96,1.024,0,none,0
3655,Plant_B,L1,M13,day,6.0,B097,18.94,25.3,0.476,4.421,17.67,354.4,6.34,1.15,599.34,1.684,0,none,0
3656,Plant_C,L3,M13,day,8.95,B006,23.2,48.9,1.361,5.397,15.2,368.0,9.42,1.171,535.28,1.926,0,none,0
3657,Plant_C,L4,M17,night,11.46,B085,14.73,60.3,1.306,4.661,17.83,414.6,6.63,1.165,604.91,2.209,0,none,0
3658,Plant_B,L4,M06,day,1.8,B116,31.73,58.7,0.634,4.989,24.93,369.9,6.97,1.154,480.64,1.707,0,none,0
3659,Plant_B,L4,M13,day,6.89,B010,21.46,57.6,0.821,5.272,12.18,307.0,9.51,1.312,500.8,2.746,0,none,0
3660,Plant_A,L3,M11,day,2.8,B094,23.84,57.4,0.539,6.138,25.44,403.5,9.6,1.277,558.94,1.891,0,none,0
3661,Plant_C,L1,M11,day,4.88,B101,27.08,62.1,0.898,3.796,25.45,379.7,7.82,1.196,559.46,1.9,0,none,0
3662,Plant_B,L4,M08,night,5.98,B003,19.07,49.3,0.762,5.597,13.63,355.8,8.25,1.185,603.47,1.865,0,none,0
3663,Plant_A,L2,M01,evening,3.77,B149,16.87,27.1,0.827,5.152,19.36,355.2,6.41,1.095,526.96,2.372,0,none,0
3664,Plant_A,L4,M04,night,7.04,B054,23.9,50.5,1.186,4.319,22.31,384.0,7.67,1.301,545.95,2.73,0,none,0
3665,Plant_A,L3,M12,night,1.99,B007,26.26,49.2,1.925,4.267,29.12,317.6,9.35,1.291,490.29,2.806,0,none,0
3666,Plant_A,L3,M09,evening,5.78,B011,24.79,54.8,0.572,5.365,16.66,312.3,9.55,1.21,540.8,2.206,0,none,0
3667,Plant_B,L3,M01,evening,8.14,B014,19.98,25.2,0.239,6.284,16.44,391.1,7.85,1.315,599.94,0.968,0,none,0
3668,Plant_B,L2,M18,day,6.22,B106,28.85,34.2,0.845,6.121,20.49,360.7,8.01,1.167,576.77,2.208,0,none,0
3669,Plant_B,L3,M11,day,3.69,B061,18.0,47.3,0.786,6.007,17.07,318.8,7.61,1.22,517.01,2.207,0,none,0
3670,Plant_B,L3,M10,evening,4.15,B043,24.9,54.7,0.765,5.346,23.2,388.9,8.99,1.205,586.96,1.751,0,none,0
3671,Plant_B,L3,M06,evening,6.98,B036,20.63,53.8,0.397,6.061,22.67,268.5,8.08,1.166,536.15,1.414,0,none,0
3672,Plant_C,L3,M13,evening,5.36,B005,23.0,53.9,1.06,4.803,26.9,391.4,6.39,1.278,576.11,2.73,0,none,0
3673,Plant_B,L4,M15,evening,7.31,B108,20.57,43.1,0.528,5.466,20.82,372.7,7.59,1.147,596.49,1.754,0,none,0
3674,Plant_A,L1,M14,evening,9.89,B012,25.72,55.0,0.981,4.86,15.24,367.2,8.5,0.99,633.41,1.662,0,none,0
3675,Plant_C,L3,M20,evening,6.01,B117,25.15,52.4,0.347,5.51,21.04,405.2,9.48,1.271,530.17,1.662,0,none,0
3676,Plant_A,L3,M03,night,0.0,B109,16.07,66.0,1.743,5.628,22.74,348.6,7.62,1.158,515.0,3.011,0,none,0
3677,Plant_B,L4,M16,day,9.34,B116,18.97,49.8,1.352,6.371,21.76,378.0,6.7,1.119,564.59,2.631,0,none,0
3678,Plant_B,L1,M05,day,4.5,B102,16.05,57.8,1.029,5.063,29.21,364.5,8.32,1.344,555.75,1.895,0,none,0
3679,Plant_A,L1,M17,day,15.17,B097,24.07,47.2,1.809,5.63,24.83,345.2,8.78,1.135,616.41,2.691,0,none,0
3680,Plant_A,L4,M13,evening,4.78,B100,24.86,62.2,1.341,4.896,30.16,277.7,10.23,1.174,537.42,2.592,0,none,0
3681,Plant_B,L1,M20,evening,7.74,B123,23.96,54.1,1.184,5.115,23.93,293.2,9.58,1.167,572.31,1.946,0,none,0
3682,Plant_B,L1,M18,night,6.04,B042,20.05,39.1,0.996,3.779,18.67,341.6,6.74,1.074,551.77,2.448,0,none,0
3683,Plant_A,L1,M13,day,5.29,B080,14.46,31.3,0.751,6.064,26.35,284.1,8.37,1.195,535.21,1.714,0,none,0
3684,Plant_B,L1,M10,night,4.29,B052,24.45,39.5,1.163,5.252,13.97,446.5,7.59,1.316,582.12,1.96,0,none,0
3685,Plant_A,L1,M13,evening,4.6,B065,24.05,43.6,1.774,5.034,28.44,336.7,6.58,1.274,540.32,3.211,0,none,0
3686,Plant_B,L1,M19,evening,7.3,B030,15.48,53.1,0.716,5.45,23.75,324.5,7.15,1.21,539.1,2.053,0,none,0
3687,Plant_B,L3,M17,day,11.12,B042,27.78,51.0,1.319,4.995,20.79,396.6,7.78,1.105,592.43,2.783,0,none,0
3688,Plant_A,L1,M11,day,2.02,B070,15.14,61.7,1.016,5.753,24.36,319.7,8.25,1.281,520.59,2.731,0,none,0
3689,Plant_B,L1,M08,night,7.81,B069,11.52,56.2,0.934,5.23,20.0,386.1,8.54,1.344,579.53,2.583,0,none,0
3690,Plant_A,L2,M01,night,4.1,B119,22.13,42.5,0.804,5.077,29.58,367.9,7.66,1.114,527.12,1.597,0,none,0
3691,Plant_B,L4,M02,day,8.68,B096,21.87,31.6,0.416,6.192,19.99,341.6,7.87,1.174,581.35,2.069,0,none,0
3692,Plant_A,L3,M04,day,0.0,B048,17.02,57.2,0.846,5.858,18.9,331.2,10.66,1.163,499.18,2.536,0,none,0
3693,Plant_A,L2,M15,evening,0.0,B015,17.6,39.4,1.916,5.289,21.84,347.1,7.89,1.284,517.04,2.853,0,none,0
3694,Plant_A,L2,M17,evening,0.28,B021,21.26,39.7,1.008,4.743,21.1,289.8,5.27,1.19,518.56,2.575,0,none,0
3695,Plant_A,L3,M08,night,3.71,B101,24.44,33.9,0.898,5.021,25.17,321.9,8.81,1.088,533.63,2.237,0,none,0
3696,Plant_A,L4,M14,night,7.17,B143,17.4,53.2,1.333,5.426,24.04,354.4,7.13,1.043,540.34,2.701,0,none,0
3697,Plant_B,L3,M19,evening,7.55,B125,28.84,53.7,1.165,6.171,21.55,319.9,5.7,1.189,545.12,3.236,0,none,0
3698,Plant_C,L4,M17,evening,3.68,B052,20.91,51.0,1.014,5.695,26.57,327.0,7.54,1.224,520.25,2.115,0,none,0
3699,Plant_A,L4,M16,evening,0.75,B094,14.46,68.6,1.38,5.713,25.29,344.1,7.59,1.148,506.36,2.55,0,none,0
3700,Plant_B,L2,M14,day,11.06,B121,14.17,43.7,1.077,4.79,25.85,354.7,8.49,1.162,596.55,2.583,0,none,0
3701,Plant_B,L3,M20,evening,10.64,B074,25.86,77.3,1.027,4.896,22.97,329.5,10.47,1.088,541.22,2.924,0,none,0
3702,Plant_A,L2,M17,day,8.0,B134,21.21,49.2,0.509,5.776,22.84,366.4,7.63,1.251,610.14,1.42,0,none,0
3703,Plant_A,L1,M19,evening,2.58,B012,21.83,49.4,0.677,6.173,24.04,369.0,6.51,1.117,538.72,2.192,0,none,0
3704,Plant_B,L1,M03,day,3.68,B014,26.77,30.9,0.526,5.123,19.97,347.4,8.95,1.205,556.55,1.92,0,none,0
3705,Plant_A,L3,M19,day,9.09,B052,17.87,53.9,1.164,5.649,23.73,308.7,8.41,1.263,542.98,2.404,0,none,0
3706,Plant_B,L4,M12,evening,5.28,B148,25.99,45.8,0.778,5.227,16.83,401.6,7.63,1.263,581.92,2.414,0,none,0
3707,Plant_B,L2,M02,day,7.69,B010,19.88,25.5,1.185,4.232,12.58,324.9,8.09,1.263,552.44,1.488,0,none,0
3708,Plant_C,L4,M02,night,9.29,B015,19.05,46.0,0.843,5.063,20.74,428.5,8.85,1.13,608.28,1.977,0,none,0
3709,Plant_B,L2,M10,day,8.92,B079,22.44,61.7,1.718,4.563,19.6,344.2,7.73,1.158,592.09,2.558,0,none,0
3710,Plant_B,L3,M15,day,7.74,B063,25.17,48.0,0.577,6.082,19.68,342.0,7.4,1.248,547.23,1.488,0,none,0
3711,Plant_B,L3,M08,day,0.0,B041,24.23,46.2,0.947,5.042,25.76,330.6,9.31,1.179,541.76,1.448,0,none,0
3712,Plant_C,L3,M02,evening,5.58,B095,23.74,38.6,0.786,6.505,31.27,389.8,6.82,1.13,584.78,2.08,0,none,0
3713,Plant_B,L1,M19,day,1.21,B006,29.51,50.8,0.731,5.601,26.54,364.5,7.49,1.247,523.89,2.282,0,none,0
3714,Plant_C,L4,M10,evening,10.81,B148,14.13,65.3,0.853,5.413,20.73,364.8,7.96,1.154,610.32,2.321,0,none,0
3715,Plant_B,L3,M20,night,9.15,B006,24.63,46.6,1.089,5.112,24.41,312.8,7.31,1.09,568.35,2.198,0,none,0
3716,Plant_C,L3,M11,night,6.15,B002,19.85,57.2,0.838,5.187,21.83,391.6,8.84,1.099,540.01,2.284,0,none,0
3717,Plant_B,L1,M02,day,7.45,B109,21.58,37.8,1.757,5.258,32.58,345.0,7.98,1.19,547.68,2.454,0,none,0
3718,Plant_B,L3,M17,day,7.02,B096,23.7,44.8,0.461,5.652,29.03,352.3,6.1,1.118,554.45,2.182,0,none,0
3719,Plant_B,L4,M10,night,6.37,B050,24.55,61.1,1.415,4.267,19.3,413.7,6.51,1.128,574.26,2.641,0,none,0
3720,Plant_B,L2,M20,evening,10.22,B028,20.95,36.8,1.098,5.081,29.02,374.6,7.79,1.15,557.15,1.632,0,none,0
3721,Plant_A,L1,M17,day,11.0,B148,23.1,53.8,1.113,4.856,18.36,309.8,10.62,1.178,571.11,1.477,0,none,0
3722,Plant_A,L3,M17,day,9.82,B048,23.51,63.8,0.887,4.835,21.79,357.0,7.6,1.095,579.48,2.107,0,none,0
3723,Plant_A,L4,M11,night,4.0,B053,20.46,53.3,1.031,4.876,26.65,347.5,8.1,1.179,553.12,2.379,0,none,0
3724,Plant_B,L4,M14,evening,9.44,B135,26.15,36.5,0.677,6.542,21.49,287.5,6.91,1.226,559.58,1.884,0,none,0
3725,Plant_A,L2,M02,day,2.33,B139,15.51,59.6,0.979,5.372,24.01,340.6,7.54,1.236,533.76,2.007,0,none,0
3726,Plant_A,L1,M14,evening,5.84,B103,23.4,35.9,0.888,4.007,21.36,357.0,8.95,1.201,584.45,1.677,0,none,0
3727,Plant_A,L4,M12,day,7.03,B021,23.54,44.4,1.504,6.73,18.62,359.9,7.08,1.19,581.96,2.712,0,none,0
3728,Plant_A,L4,M04,evening,3.14,B048,26.37,50.8,0.367,4.162,10.93,376.0,7.31,1.171,573.52,1.603,0,none,0
3729,Plant_B,L2,M11,day,6.48,B001,26.77,66.5,1.164,5.624,20.98,395.1,6.82,1.122,568.85,2.481,0,none,0
3730,Plant_A,L1,M15,evening,4.31,B014,22.67,60.6,0.991,5.002,24.58,351.5,8.76,1.236,519.35,2.231,0,none,0
3731,Plant_B,L4,M08,evening,2.57,B009,24.93,59.3,1.493,4.656,23.03,291.9,9.04,1.221,491.93,2.64,0,none,0
3732,Plant_A,L4,M17,day,8.13,B050,17.83,50.9,0.649,6.281,20.4,381.7,9.63,1.246,603.81,1.685,0,none,0
3733,Plant_B,L1,M11,evening,7.56,B124,18.49,46.2,0.722,4.787,15.97,295.3,7.96,1.243,531.67,2.238,0,none,0
3734,Plant_B,L1,M01,evening,8.83,B107,18.82,51.0,0.506,5.087,13.12,371.8,5.73,1.196,624.71,2.325,0,none,0
3735,Plant_C,L2,M09,night,6.17,B068,22.7,54.6,0.918,5.649,20.54,341.2,9.73,1.056,531.41,2.024,0,none,0
3736,Plant_B,L1,M11,day,4.19,B065,17.62,49.0,0.838,5.61,19.81,330.9,5.09,1.155,534.36,2.268,0,none,0
3737,Plant_A,L1,M06,day,8.82,B134,20.56,36.7,0.786,6.187,21.42,380.3,9.77,1.194,577.7,1.229,0,none,0
3738,Plant_B,L2,M09,night,8.43,B001,16.64,50.3,0.734,6.021,28.76,369.8,7.48,1.157,535.02,1.781,0,none,0
3739,Plant_C,L4,M08,day,4.54,B086,23.46,67.2,1.09,5.927,30.6,356.1,8.05,1.041,520.99,2.246,0,none,0
3740,Plant_A,L2,M19,day,6.12,B028,20.67,50.4,0.799,5.291,28.76,370.6,7.25,1.323,537.18,2.154,0,none,0
3741,Plant_A,L2,M08,evening,7.25,B124,24.01,47.3,0.448,4.868,30.25,340.7,6.63,1.091,545.26,1.732,0,none,0
3742,Plant_C,L1,M19,evening,7.29,B027,23.41,64.5,0.65,4.66,16.49,292.8,8.13,1.188,549.11,2.102,0,none,0
3743,Plant_B,L1,M13,evening,3.74,B037,21.34,45.3,0.597,3.5,23.9,279.7,8.86,1.13,541.23,2.296,0,none,0
3744,Plant_A,L1,M06,night,6.97,B117,18.21,70.9,0.776,5.543,19.51,417.4,9.11,1.395,583.06,1.984,0,none,0
3745,Plant_A,L1,M15,evening,7.78,B030,19.91,39.2,0.82,5.163,18.98,345.4,6.88,1.207,545.25,2.015,0,none,0
3746,Plant_B,L1,M17,day,2.43,B061,22.92,47.9,1.313,5.415,18.61,378.0,6.31,1.185,570.48,1.871,0,none,0
3747,Plant_A,L2,M13,evening,5.99,B104,15.45,42.9,0.637,5.065,24.7,389.0,11.73,1.233,523.9,1.807,0,none,0
3748,Plant_A,L4,M01,day,6.07,B102,23.79,39.1,1.126,5.299,24.19,330.3,8.34,1.212,572.56,2.327,0,none,0
3749,Plant_B,L1,M13,evening,4.23,B034,16.66,58.2,1.495,4.891,18.79,351.0,8.64,1.172,555.63,2.398,0,none,0
3750,Plant_B,L3,M19,night,4.16,B120,20.97,55.1,0.765,4.701,21.49,374.1,9.33,1.151,549.79,1.621,0,none,0
3751,Plant_B,L3,M05,evening,4.6,B057,25.83,61.7,0.661,5.672,32.11,346.2,10.17,1.214,568.59,1.762,0,none,0
3752,Plant_A,L4,M05,day,2.11,B095,17.61,46.3,1.016,4.724,22.41,317.7,6.37,1.276,519.97,2.208,0,none,0
3753,Plant_C,L1,M08,evening,2.75,B103,25.04,47.7,0.659,6.302,27.7,295.7,9.98,1.174,479.48,1.745,0,none,0
3754,Plant_B,L2,M20,night,5.83,B053,16.32,48.1,0.966,6.111,23.91,351.5,6.03,1.299,535.88,2.492,0,none,0
3755,Plant_B,L4,M02,night,5.72,B044,24.16,63.5,0.847,3.801,22.53,370.5,8.41,1.161,529.74,2.169,0,none,0
3756,Plant_C,L4,M04,night,0.0,B135,15.54,74.0,1.202,6.031,22.83,353.8,7.9,1.226,533.37,2.142,0,none,0
3757,Plant_C,L3,M01,day,5.23,B025,21.03,51.9,1.146,5.93,18.44,336.4,6.19,1.194,518.28,3.231,0,none,0
3758,Plant_B,L1,M12,day,9.72,B131,19.22,41.8,0.829,4.833,21.02,364.2,6.44,1.176,567.22,1.734,0,none,0
3759,Plant_A,L2,M06,evening,11.87,B027,15.83,62.4,1.016,5.516,20.57,344.9,8.2,1.073,584.42,2.031,0,none,0
3760,Plant_A,L4,M18,evening,0.0,B062,25.52,55.6,0.543,5.97,22.41,370.5,5.79,1.188,545.15,1.974,0,none,0
3761,Plant_B,L3,M15,evening,3.12,B085,23.45,56.2,0.695,4.458,27.06,344.9,5.83,1.27,515.0,1.825,0,none,0
3762,Plant_B,L4,M17,day,8.69,B123,23.34,53.3,1.41,5.569,25.85,368.5,8.81,1.107,595.85,2.685,0,none,0
3763,Plant_B,L3,M09,night,5.15,B136,23.63,48.3,0.981,5.754,24.92,353.1,10.44,1.096,557.08,1.991,0,none,0
3764,Plant_B,L2,M07,night,6.91,B013,21.52,51.8,1.364,5.304,20.31,321.9,7.23,1.15,529.5,2.761,0,none,0
3765,Plant_B,L1,M12,day,5.74,B135,22.1,42.6,0.831,6.184,14.89,348.5,8.49,1.183,605.01,2.204,0,none,0
3766,Plant_B,L1,M06,evening,0.76,B004,17.31,45.9,0.704,3.732,21.01,363.7,7.75,1.262,551.76,2.291,0,none,0
3767,Plant_B,L1,M01,day,3.86,B086,26.76,46.2,0.526,5.464,17.07,328.0,7.94,1.162,542.85,1.268,0,none,0
3768,Plant_B,L2,M17,evening,4.56,B139,25.94,58.4,0.946,4.323,17.54,325.4,6.73,1.112,546.01,2.519,0,none,0
3769,Plant_B,L4,M05,day,3.35,B117,23.81,38.9,0.908,4.645,22.46,321.0,9.05,1.228,511.53,1.918,0,none,0
3770,Plant_A,L3,M09,night,10.45,B074,16.91,51.9,0.92,5.557,23.64,344.8,7.22,1.207,561.44,2.349,0,none,0
3771,Plant_A,L4,M10,day,2.76,B063,27.62,60.3,1.547,5.655,16.38,372.8,6.77,1.301,512.21,2.805,0,none,0
3772,Plant_A,L1,M04,day,0.94,B136,14.35,43.4,1.146,5.759,24.48,395.5,7.42,1.164,549.41,2.265,0,none,0
3773,Plant_A,L3,M12,evening,12.16,B015,24.24,62.7,1.323,6.265,17.54,353.0,7.86,1.206,625.02,1.914,0,none,0
3774,Plant_A,L4,M01,evening,5.11,B010,20.81,65.8,0.714,4.461,16.03,352.1,6.65,1.248,517.61,1.893,0,none,0
3775,Plant_B,L2,M15,night,7.44,B111,19.75,57.3,0.651,4.497,18.74,362.5,8.15,1.111,575.58,2.197,0,none,0
3776,Plant_A,L3,M11,day,6.86,B125,20.43,21.6,1.008,4.928,20.94,313.3,6.59,1.231,595.52,1.861,0,none,0
3777,Plant_A,L3,M15,evening,6.17,B138,18.93,67.3,0.853,5.306,28.08,285.2,9.87,1.089,509.78,2.083,0,none,0
3778,Plant_B,L3,M18,day,3.54,B027,19.25,58.0,0.961,5.176,20.38,279.0,8.07,1.154,494.72,2.338,0,none,0
3779,Plant_C,L1,M08,night,9.84,B080,17.39,63.9,1.143,5.109,23.26,334.8,7.78,1.225,550.69,2.591,0,none,0
3780,Plant_C,L1,M17,evening,2.09,B062,23.7,31.9,1.575,5.131,21.05,310.4,5.89,1.238,524.47,1.873,0,none,0
3781,Plant_A,L3,M06,evening,8.05,B142,20.13,42.6,0.524,5.264,22.98,391.5,7.55,1.139,581.55,1.258,0,none,0
3782,Plant_B,L1,M18,night,4.81,B115,21.36,30.2,0.899,5.241,24.7,323.9,8.67,1.284,518.92,2.012,1,crack,1
3783,Plant_A,L3,M17,night,7.09,B072,17.45,63.4,1.057,4.792,21.58,366.1,8.04,1.189,568.65,2.204,0,none,0
3784,Plant_B,L1,M16,day,13.23,B055,24.65,42.7,0.489,5.305,20.93,305.0,6.05,1.39,606.75,1.735,0,none,0
3785,Plant_A,L2,M05,day,1.66,B116,18.62,42.0,0.844,4.706,22.3,370.3,8.8,1.247,535.62,2.024,0,none,0
3786,Plant_A,L3,M08,day,7.5,B143,20.58,39.4,0.747,5.458,21.8,360.9,8.14,1.099,584.65,1.914,0,none,0
3787,Plant_C,L3,M18,day,5.46,B047,28.16,73.6,1.652,5.682,21.97,369.4,9.22,1.161,576.96,2.838,0,none,0
3788,Plant_B,L1,M03,evening,4.28,B112,26.52,34.8,0.609,4.953,16.2,310.5,8.37,1.257,527.43,2.021,0,none,0
3789,Plant_C,L2,M06,evening,5.98,B127,33.0,58.5,1.078,4.547,25.53,305.1,7.67,1.239,506.12,1.631,0,none,0
3790,Plant_A,L2,M20,day,3.69,B104,20.26,34.3,1.301,6.315,27.86,321.7,9.04,1.268,550.68,1.593,0,none,0
3791,Plant_A,L2,M06,day,6.68,B111,15.33,35.7,0.902,4.209,18.69,354.9,8.33,1.267,566.53,1.718,0,none,0
3792,Plant_A,L2,M20,evening,13.36,B080,27.52,51.9,0.774,5.35,21.64,373.0,8.22,1.261,605.44,1.894,0,none,0
3793,Plant_A,L1,M14,day,0.0,B104,22.3,50.8,0.832,4.866,18.72,348.5,7.16,1.123,530.86,2.169,0,none,0
3794,Plant_C,L1,M08,day,5.64,B039,16.29,47.4,0.69,5.234,18.07,341.4,11.22,1.294,549.16,2.271,0,none,0
3795,Plant_A,L3,M03,night,10.9,B035,20.99,43.4,0.811,4.737,24.46,371.9,7.12,1.332,607.15,2.119,0,none,0
3796,Plant_A,L2,M10,night,3.52,B105,20.7,53.9,1.124,5.564,18.92,340.1,7.83,1.18,506.25,2.635,0,none,0
3797,Plant_A,L1,M04,night,4.79,B065,27.02,44.1,0.852,5.251,18.41,340.6,7.15,1.207,592.0,2.346,0,none,0
3798,Plant_A,L1,M17,day,3.71,B066,22.69,25.7,0.377,5.872,24.06,311.2,9.39,1.187,520.66,1.452,0,none,0
3799,Plant_A,L2,M19,evening,10.99,B068,19.13,48.4,0.77,4.765,19.57,302.3,10.13,1.289,579.25,2.016,0,none,0
3800,Plant_C,L3,M02,night,6.09,B095,20.71,44.7,0.928,5.7,25.7,286.4,5.57,1.131,548.86,2.679,0,none,0
3801,Plant_A,L4,M05,day,12.42,B029,22.35,55.9,1.175,5.063,31.31,350.1,9.06,1.18,579.3,1.477,0,none,0
3802,Plant_A,L2,M16,evening,10.16,B070,24.13,61.6,0.893,5.081,24.15,298.1,9.8,1.252,511.43,1.718,0,none,0
3803,Plant_B,L1,M16,day,3.42,B146,28.21,55.1,1.251,5.049,21.77,346.8,5.89,1.264,468.29,2.6,0,none,0
3804,Plant_B,L4,M02,day,3.91,B061,24.74,33.7,1.139,5.425,23.8,374.7,8.49,1.142,534.42,2.298,0,none,0
3805,Plant_B,L1,M14,evening,2.78,B035,21.81,49.0,0.552,6.357,16.35,318.7,7.05,1.153,526.71,1.136,0,none,0
3806,Plant_A,L2,M08,day,6.22,B082,18.82,42.7,3.23,5.873,32.99,385.4,6.47,1.264,565.51,3.497,1,scratch,0
3807,Plant_B,L1,M13,day,1.43,B031,26.03,67.6,0.911,5.871,21.18,330.3,8.83,1.299,455.78,2.705,0,none,0
3808,Plant_B,L3,M10,day,0.0,B052,31.84,45.6,0.709,5.41,21.05,369.7,6.62,1.251,515.53,2.423,0,none,0
3809,Plant_C,L1,M01,night,2.35,B085,18.27,54.7,0.707,4.015,23.19,346.5,9.29,1.15,536.44,2.05,0,none,0
3810,Plant_C,L3,M14,day,3.65,B062,28.31,46.7,0.576,5.763,29.77,317.5,7.01,1.267,509.9,1.972,0,none,0
3811,Plant_A,L2,M18,night,5.28,B030,22.09,72.8,1.142,4.567,19.18,318.4,7.15,1.234,512.43,2.641,0,none,0
3812,Plant_A,L4,M14,night,3.49,B145,18.78,57.5,0.98,4.981,22.56,317.2,8.15,1.156,515.85,2.249,0,none,0
3813,Plant_B,L3,M20,night,6.58,B131,20.11,47.6,1.066,5.458,17.85,369.5,7.89,1.04,530.86,2.945,0,none,0
3814,Plant_C,L3,M04,day,8.72,B113,15.52,61.5,1.203,5.26,25.98,258.3,8.21,1.221,545.79,2.311,0,none,0
3815,Plant_A,L1,M06,evening,8.7,B110,24.54,48.7,0.419,4.9,28.55,324.9,7.08,1.263,535.26,1.735,0,none,0
3816,Plant_B,L4,M10,day,6.63,B041,23.71,38.2,0.983,4.218,22.44,404.0,7.88,1.227,597.45,1.954,0,none,0
3817,Plant_C,L3,M13,night,8.31,B002,23.46,49.8,1.061,4.449,30.37,348.2,8.52,1.256,556.18,2.711,0,none,0
3818,Plant_C,L2,M19,night,1.69,B150,20.68,64.5,1.265,5.547,28.26,394.9,7.92,1.241,551.02,2.409,0,none,0
3819,Plant_A,L1,M11,day,13.83,B023,21.38,40.0,1.099,4.948,10.0,391.1,5.73,1.269,665.29,2.28,0,none,0
3820,Plant_C,L1,M16,night,6.15,B102,19.93,65.1,1.796,5.599,21.61,385.1,8.58,1.149,576.43,2.552,0,none,0
3821,Plant_B,L2,M08,night,6.72,B124,27.25,59.3,1.068,4.467,28.58,294.9,8.8,1.209,512.36,2.827,0,none,0
3822,Plant_A,L2,M06,day,10.98,B030,21.12,55.3,1.692,4.667,16.01,358.5,10.21,1.22,584.15,2.7,0,none,0
3823,Plant_A,L4,M04,evening,8.75,B103,27.54,39.1,1.473,5.273,18.54,358.4,7.24,1.348,570.82,2.009,0,none,0
3824,Plant_C,L3,M07,evening,4.52,B079,15.5,49.3,0.92,4.599,11.13,360.5,10.33,1.241,550.32,1.651,0,none,0
3825,Plant_C,L4,M09,evening,2.39,B084,24.18,35.5,1.26,4.814,21.96,328.4,7.8,1.226,543.31,2.599,0,none,0
3826,Plant_B,L3,M09,night,8.68,B080,21.52,46.9,0.643,5.061,26.11,366.5,6.31,1.138,551.49,1.604,0,none,0
3827,Plant_A,L2,M05,day,6.09,B078,18.14,51.5,0.442,4.544,28.67,438.5,7.73,1.262,566.64,2.154,0,none,0
3828,Plant_A,L1,M09,evening,3.19,B085,23.65,41.1,0.735,4.816,21.08,445.3,9.04,1.23,601.61,2.414,0,none,0
3829,Plant_A,L4,M07,day,2.99,B113,17.51,51.1,0.748,5.123,22.62,350.5,7.07,1.007,545.75,2.066,0,none,0
3830,Plant_A,L1,M01,day,9.34,B042,23.26,34.8,0.585,4.947,21.97,340.3,10.03,1.041,557.63,1.623,0,none,0
